,title,text,label
57,"The People’s Liberation Army accused the U.S. warship of trespassing into Chinese territorial waters on Friday near the Paracel Islands — called Xisha by #China. 

https://t.co/cHiEUsnLdf","The People’s Liberation Army accused the U.S. warship of trespassing into Chinese territorial waters on Friday near the Paracel Islands — called Xisha by #China. 

https://t.co/cHiEUsnLdf",REAL
58,"Donald Trump spoke from the White House balcony at an event called ‘a peaceful protest for law &amp; order’, attended by a few hundred people standing on the lawn below.
https://t.co/6PfiYTdCo8","Donald Trump spoke from the White House balcony at an event called ‘a peaceful protest for law &amp; order’, attended by a few hundred people standing on the lawn below.
https://t.co/6PfiYTdCo8",REAL
59,"A police spokesperson said two militants, who were trapped after receiving a specific input, were killed in the Chinigam area of Kulgam in a joint cordon and search operation.

https://t.co/Ef963OLlli","A police spokesperson said two militants, who were trapped after receiving a specific input, were killed in the Chinigam area of Kulgam in a joint cordon and search operation.

https://t.co/Ef963OLlli",REAL
60,"At 17.7%, test positivity metric at a new high in State; Karnataka adds over 10,000 cases; flat in Telangana, A.P.

https://t.co/6QyaCDyrkh","At 17.7%, test positivity metric at a new high in State; Karnataka adds over 10,000 cases; flat in Telangana, A.P.

https://t.co/6QyaCDyrkh",REAL
61,"“I am proud of Devika. Her melodious rendering strengthens the essence of ‘One India, Great India’,” the Prime Minister said in his tweet in Malayalam, sharing the report telecast by a Malayalam news channel.

https://t.co/uaycgxcoIu","“I am proud of Devika. Her melodious rendering strengthens the essence of ‘One India, Great India’,” the Prime Minister said in his tweet in Malayalam, sharing the report telecast by a Malayalam news channel.

https://t.co/uaycgxcoIu",REAL
62,Just in | #CBI has received the notification from the DoPT on a reference from the U.P. government to take over the probe in the Hathras case. The agency is in the process of registering the FIR: CBI source. #HathrasCase @deveshpd  reports.,Just in | #CBI has received the notification from the DoPT on a reference from the U.P. government to take over the probe in the Hathras case. The agency is in the process of registering the FIR: CBI source. #HathrasCase @deveshpd  reports.,REAL
63,"More than 110 counters have been opened at these 20 camps in places like Jagti, Nagrota, Muthi, Purkhoo, Gangyal, Channi Himmat, Bagwati Nagar, Bohri, Janipur and Durga Nagar on the demand of the migrant people seeking to register under various schemes.

https://t.co/VApKqjEmNX","More than 110 counters have been opened at these 20 camps in places like Jagti, Nagrota, Muthi, Purkhoo, Gangyal, Channi Himmat, Bagwati Nagar, Bohri, Janipur and Durga Nagar on the demand of the migrant people seeking to register under various schemes.

https://t.co/VApKqjEmNX",REAL
64,"Officials have been asked to put up files before the ‘one-day Collector’ and prepare records if needed, on Sunday to implement the decisions.
https://t.co/avnUr5nhGx","Officials have been asked to put up files before the ‘one-day Collector’ and prepare records if needed, on Sunday to implement the decisions.
https://t.co/avnUr5nhGx",REAL
65,"“The public must vote for the right candidate without bias for any party,” he told, noting that Nallatchi Iyakkam stresses that every party has qualified candidates.
https://t.co/xI3TPPAwKF","“The public must vote for the right candidate without bias for any party,” he told, noting that Nallatchi Iyakkam stresses that every party has qualified candidates.
https://t.co/xI3TPPAwKF",REAL
66,"A full-blown political war broke out in #Odisha after the Bhubaneswar Municipal Corporation has sealed the office of local MP and BJP national spokesperson Aparajita Sarangi. 

https://t.co/YFjYnLI3Ll","A full-blown political war broke out in #Odisha after the Bhubaneswar Municipal Corporation has sealed the office of local MP and BJP national spokesperson Aparajita Sarangi. 

https://t.co/YFjYnLI3Ll",REAL
67,"Besides the rape case, the Uttar Pradesh government has sought a CBI probe into the FIR related to the alleged criminal conspiracy to spread caste conflict. #HathrasCase

https://t.co/w4uzUSysAe","Besides the rape case, the Uttar Pradesh government has sought a CBI probe into the FIR related to the alleged criminal conspiracy to spread caste conflict. #HathrasCase

https://t.co/w4uzUSysAe",REAL
68,"Tamil Nadu can expect to get its full quota of Krishna water this year as the storage in the reservoir is expected to go up further in the coming weeks to reach closer to its full capacity of 68.05 tmcft.

https://t.co/KbqZKhyKyz","Tamil Nadu can expect to get its full quota of Krishna water this year as the storage in the reservoir is expected to go up further in the coming weeks to reach closer to its full capacity of 68.05 tmcft.

https://t.co/KbqZKhyKyz",REAL
69,"The national advisory board of the COFEPOSA approved the proposal submitted by the investigating team. The accused can be detained in prison for one year under the provisions of the Act. 

https://t.co/R2dwTMoJva","The national advisory board of the COFEPOSA approved the proposal submitted by the investigating team. The accused can be detained in prison for one year under the provisions of the Act. 

https://t.co/R2dwTMoJva",REAL
70,"For the villagers displaced by the Mallannasagar reservoir project, generations of relationship with their land is set to come an to abrupt end, sooner or later.

https://t.co/DY9OJ4Qi77","For the villagers displaced by the Mallannasagar reservoir project, generations of relationship with their land is set to come an to abrupt end, sooner or later.

https://t.co/DY9OJ4Qi77",REAL
71,"The court, from the records, found that the petitioner had inadvertently carried mobile phone inside the exam hall and had handed it over to the invigilator just before commencement of the exam.
https://t.co/0MTRvNyHpS","The court, from the records, found that the petitioner had inadvertently carried mobile phone inside the exam hall and had handed it over to the invigilator just before commencement of the exam.
https://t.co/0MTRvNyHpS",REAL
72,"Due to COVID-19 pandemic, absence of public transportation and cultivation of paddy, less than 150 farmers turn up with their produce now.
https://t.co/70m5m5D5b4 #TamilNadu","Due to COVID-19 pandemic, absence of public transportation and cultivation of paddy, less than 150 farmers turn up with their produce now.
https://t.co/70m5m5D5b4 #TamilNadu",REAL
73,"The admission process will be completely online due to the coronavirus pandemic. The new session will commence from November 18. #DelhiUniversity 

https://t.co/1QWvwtEOk0","The admission process will be completely online due to the coronavirus pandemic. The new session will commence from November 18. #DelhiUniversity 

https://t.co/1QWvwtEOk0",REAL
74,"The list, issued by #Congress general secretary K.C. Venugopal, included Rajya Sabha MP Ghulam Nabi Azad, Akhilesh Prasad Singh and Raj Babbar, who were part of Group of 23 who had questioned the leadership, as well Sachin Pilot. 

https://t.co/9ZVniZXqfP","The list, issued by #Congress general secretary K.C. Venugopal, included Rajya Sabha MP Ghulam Nabi Azad, Akhilesh Prasad Singh and Raj Babbar, who were part of Group of 23 who had questioned the leadership, as well Sachin Pilot. 

https://t.co/9ZVniZXqfP",REAL
75,"Corps Commander of the Army’s Srinagar-based Chinar Corps Lt. Gen. B. S. Raju, however, said there is military cooperation between Pakistan and China in terms of equipment.

https://t.co/oCOKT8ce8i","Corps Commander of the Army’s Srinagar-based Chinar Corps Lt. Gen. B. S. Raju, however, said there is military cooperation between Pakistan and China in terms of equipment.

https://t.co/oCOKT8ce8i",REAL
76,U.K. Prime Minister Boris Johnson is set to unveil a new three-tier system of measures alongside local regions across the country  https://t.co/O6l9HVGfWl,U.K. Prime Minister Boris Johnson is set to unveil a new three-tier system of measures alongside local regions across the country  https://t.co/O6l9HVGfWl,REAL
77,"The areas hit by the heatwave are Syria, Lebanon, Israel and the Palestinian territories. The fires come amid an intense heatwave that is unusual for this time of the year.

https://t.co/5zewDkaFqF","The areas hit by the heatwave are Syria, Lebanon, Israel and the Palestinian territories. The fires come amid an intense heatwave that is unusual for this time of the year.

https://t.co/5zewDkaFqF",REAL
78,"Actor #RituArya on her role as #LilaPitts in #Netflix’s #TheUmbrellaAcademy: “I’m just overwhelmed with how many women have reached out and said how inspired and proud and empowered they feel, to see a South Asian woman play a role like that.""

https://t.co/C8DtdkpxHH","Actor #RituArya on her role as #LilaPitts in #Netflix’s #TheUmbrellaAcademy: “I’m just overwhelmed with how many women have reached out and said how inspired and proud and empowered they feel, to see a South Asian woman play a role like that.""

https://t.co/C8DtdkpxHH",REAL
79,"#GinnyWedsSunny review: Most wedding rom-coms may not aim to create a lasting impression, but try to entertain you while it lasts. But this #VikrantMassey and #YamiGautam soiree on @NetflixIndia feels long and tiresome even with its 125-minute duration

https://t.co/TfjPiNB5w9","#GinnyWedsSunny review: Most wedding rom-coms may not aim to create a lasting impression, but try to entertain you while it lasts. But this #VikrantMassey and #YamiGautam soiree on @NetflixIndia feels long and tiresome even with its 125-minute duration

https://t.co/TfjPiNB5w9",REAL
80,"RT @TheHinduCinema: #GinnyWedsSunny review: Most wedding rom-coms may not aim to create a lasting impression, but try to entertain you whil…","RT @TheHinduCinema: #GinnyWedsSunny review: Most wedding rom-coms may not aim to create a lasting impression, but try to entertain you whil…",REAL
81,"North Korean leader Kim Jong Un addressed an unusual predawn military parade 
 https://t.co/04PCfd05Vh","North Korean leader Kim Jong Un addressed an unusual predawn military parade 
 https://t.co/04PCfd05Vh",REAL
82,"RT @TheHinduCinema: On this week's newsletter #FirstDayFirstShow: #AmitabhBachchan to act with #Prabhas, #CoolieNo1 to have a digital premi…","RT @TheHinduCinema: On this week's newsletter #FirstDayFirstShow: #AmitabhBachchan to act with #Prabhas, #CoolieNo1 to have a digital premi…",REAL
83,"#TheBoys Season 2 review:  The stakes are higher, the parallels to present-day America clear, and importance has been given to the characters’ emotional journeys

#TheBoys2 #TheBoysTV

https://t.co/DsMsqBM7gi","#TheBoys Season 2 review:  The stakes are higher, the parallels to present-day America clear, and importance has been given to the characters’ emotional journeys

#TheBoys2 #TheBoysTV

https://t.co/DsMsqBM7gi",REAL
84,"For her book 'Why Men Rape', Tara Kaushal spent a week each with nine men who have allegedly raped but haven’t been convicted for various reasons | @vaishnaroy  https://t.co/Sb2kr96PcC","For her book 'Why Men Rape', Tara Kaushal spent a week each with nine men who have allegedly raped but haven’t been convicted for various reasons | @vaishnaroy  https://t.co/Sb2kr96PcC",REAL
85,"The major news headlines of the day, and more.

https://t.co/ejXwgWpcqz","The major news headlines of the day, and more.

https://t.co/ejXwgWpcqz",REAL
86,"Addressing a virtual rally of farmers and Congress workers here, Bhupesh Baghel also accused Prime Minister Narendra Modi of misleading farmers on the issue.

https://t.co/iY3FSEI5T1","Addressing a virtual rally of farmers and Congress workers here, Bhupesh Baghel also accused Prime Minister Narendra Modi of misleading farmers on the issue.

https://t.co/iY3FSEI5T1",REAL
87,"What's new on @netflix this week: Aaron Sorkin’s legal drama #TheTrialOfTheChicago7, the next chapter in #TheHaunting series #TheHauntingOfBlyManor, the tragicomic anthology series #SocialDistance, and more

https://t.co/xTuC645TXn","What's new on @netflix this week: Aaron Sorkin’s legal drama #TheTrialOfTheChicago7, the next chapter in #TheHaunting series #TheHauntingOfBlyManor, the tragicomic anthology series #SocialDistance, and more

https://t.co/xTuC645TXn",REAL
88,"“We have said enough to the government, now justice should be done and we should be allowed to grieve in peace,” said the #Hathras victim’s aunt https://t.co/m1HzHzGgrw","“We have said enough to the government, now justice should be done and we should be allowed to grieve in peace,” said the #Hathras victim’s aunt https://t.co/m1HzHzGgrw",REAL
89,"Mr. Sharif alleged that the military rigged the 2018 elections to bring Prime Minister Khan to power. He said interfering in politics in uniform amounts to treason under the country’s Constitution.

https://t.co/GX8Ds3pGkf","Mr. Sharif alleged that the military rigged the 2018 elections to bring Prime Minister Khan to power. He said interfering in politics in uniform amounts to treason under the country’s Constitution.

https://t.co/GX8Ds3pGkf",REAL
90,"RT @TheHinduCinema: #TheBoys Season 2 review:  The stakes are higher, the parallels to present-day America clear, and importance has been g…","RT @TheHinduCinema: #TheBoys Season 2 review:  The stakes are higher, the parallels to present-day America clear, and importance has been g…",REAL
91,"The ‘Punjab Bandh’ was called by Dalit bodies including Bharatiya Valmiki Dharam Samaj, Ambedkar Sena Mool Nivasi, Valmiki Adi Dharam Samaj, All India Rangretta Dal, Bhagwan Valmiki Action Committee and Bheem Sena.

https://t.co/yv9Nd0jHNc","The ‘Punjab Bandh’ was called by Dalit bodies including Bharatiya Valmiki Dharam Samaj, Ambedkar Sena Mool Nivasi, Valmiki Adi Dharam Samaj, All India Rangretta Dal, Bhagwan Valmiki Action Committee and Bheem Sena.

https://t.co/yv9Nd0jHNc",REAL
