,title,text,label
11,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,FAKE
12,"An image has been shared repeatedly in multiple posts on social media which claim it could show US President @realDonaldTrump receiving hospital treatment after he tested positive for the novel #coronavirus in October 2020. The claim is false. #FakeNews

https://t.co/pkho3WiWk8","An image has been shared repeatedly in multiple posts on social media which claim it could show US President @realDonaldTrump receiving hospital treatment after he tested positive for the novel #coronavirus in October 2020. The claim is false. #FakeNews

https://t.co/pkho3WiWk8",FAKE
13,"A graphic photo of a charred body of a woman found in Madhya Pradesh is being shared with a false communal claim that a minor girl was raped and burnt to death in Tonk district in Rajasthan. #FakeNews #HathrasCase (13/n)

https://t.co/n9aeZfl7hG","A graphic photo of a charred body of a woman found in Madhya Pradesh is being shared with a false communal claim that a minor girl was raped and burnt to death in Tonk district in Rajasthan. #FakeNews #HathrasCase (13/n)

https://t.co/n9aeZfl7hG",FAKE
14,"An image of a rape accused in police custody in Madhya Pradesh is doing the rounds on Facebook with several netizens misidentifying him as one of the accused in the alleged gang rape and murder of a Dalit woman in #Hathras, #UttarPradesh. #FakeNews (14/n)

https://t.co/IvPritJHIz","An image of a rape accused in police custody in Madhya Pradesh is doing the rounds on Facebook with several netizens misidentifying him as one of the accused in the alleged gang rape and murder of a Dalit woman in #Hathras, #UttarPradesh. #FakeNews (14/n)

https://t.co/IvPritJHIz",FAKE
15,"A video showing a police officer in #UttarPradesh's Hamirpur district kick &amp; abuse a woman is being shared falsely claiming that it shows #Hathras victim's mother being beaten by cops for pleading to see her daughter's body before it was cremated. (15/n)

https://t.co/WbgqDqPqgj","A video showing a police officer in #UttarPradesh's Hamirpur district kick &amp; abuse a woman is being shared falsely claiming that it shows #Hathras victim's mother being beaten by cops for pleading to see her daughter's body before it was cremated. (15/n)

https://t.co/WbgqDqPqgj",FAKE
16,@GaziS80217748 @AltNewsHindi @AltNews https://t.co/wRSb6QDAzQ,@GaziS80217748 @AltNewsHindi @AltNews https://t.co/wRSb6QDAzQ,FAKE
17,"Instagram posts claim that the influenza vaccine will give patients the coronavirus. This claim is false. #FakeNews #COVID19 #coronavirus #CoronaVirusFacts

https://t.co/hqwRl7IBqA","Instagram posts claim that the influenza vaccine will give patients the coronavirus. This claim is false. #FakeNews #COVID19 #coronavirus #CoronaVirusFacts

https://t.co/hqwRl7IBqA",FAKE
18,"Here is a fact-check of all the claims made by Mike Pence and Kamala Harris during the vice presidential debate. #USElection2020 #Debates2020 #MikePence #KamalaHarris

https://t.co/ixgYMnNiQD","Here is a fact-check of all the claims made by Mike Pence and Kamala Harris during the vice presidential debate. #USElection2020 #Debates2020 #MikePence #KamalaHarris

https://t.co/ixgYMnNiQD",FAKE
19,"@Voice_For_India BOOM reached out to the family who said that the couple belong to the same Dewasi (Rabari) community from Rajasthan.

https://t.co/wRSb6QDAzQ","@Voice_For_India BOOM reached out to the family who said that the couple belong to the same Dewasi (Rabari) community from Rajasthan.

https://t.co/wRSb6QDAzQ",FAKE
20,"A clip of an old man pleading with his daughter to not marry the man of her choice is viral with a false and communal claim that he is trying to stop her from marrying a Muslim. #BOOMFactCheck #FakeNews #LoveJihad

https://t.co/wRSb6QDAzQ","A clip of an old man pleading with his daughter to not marry the man of her choice is viral with a false and communal claim that he is trying to stop her from marrying a Muslim. #BOOMFactCheck #FakeNews #LoveJihad

https://t.co/wRSb6QDAzQ",FAKE
21,"The Indian Medical Association (IMA) wrote an open letter to Dr. Harsh Vardhan, Union Health Minister, asking him if any of his colleagues who had tested positive for #COVID19 consented to following AYUSH protocol. #coronavirus 

https://t.co/B0ctESFQcQ","The Indian Medical Association (IMA) wrote an open letter to Dr. Harsh Vardhan, Union Health Minister, asking him if any of his colleagues who had tested positive for #COVID19 consented to following AYUSH protocol. #coronavirus 

https://t.co/B0ctESFQcQ",FAKE
22,"Travis View, who hosts the QAnon Anonymous podcast and has studied and written about the followers of the conspiracy theory, describes it as a behind-the-scene battle between Donald Trump and a cabal of paedophiles. #QAnon2020 #QANONS #DonaldTrump

https://t.co/L0XuHlAkIK","Travis View, who hosts the QAnon Anonymous podcast and has studied and written about the followers of the conspiracy theory, describes it as a behind-the-scene battle between Donald Trump and a cabal of paedophiles. #QAnon2020 #QANONS #DonaldTrump

https://t.co/L0XuHlAkIK",FAKE
23,"Here is a fact-check of all the claims made by Mike Pence and Kamala Harris during the vice presidential debate. @KamalaHarris @VP #USElection2020 #Debates2020

https://t.co/ixgYMo4Ufd","Here is a fact-check of all the claims made by Mike Pence and Kamala Harris during the vice presidential debate. @KamalaHarris @VP #USElection2020 #Debates2020

https://t.co/ixgYMo4Ufd",FAKE
24,"#FactCheck: In the aftermath of the brutal #Hathras assault and alleged rape of a 18 year old Dalit woman, UP CM Yogi Adityanath claimed that the state's conviction rate of crimes against women is the highest. We fact checked it and here's what we found. https://t.co/tvjEf8AGBd","#FactCheck: In the aftermath of the brutal #Hathras assault and alleged rape of a 18 year old Dalit woman, UP CM Yogi Adityanath claimed that the state's conviction rate of crimes against women is the highest. We fact checked it and here's what we found. https://t.co/tvjEf8AGBd",FAKE
25,"A video ad on Facebook claims that Joe Biden will abolish fracking and cause the loss of hundreds of thousands of jobs if elected president of the United States. This is misleading; Biden's remarks have been sharply edited. #FakeNews #JoeBiden 

https://t.co/xqccOVAkcs","A video ad on Facebook claims that Joe Biden will abolish fracking and cause the loss of hundreds of thousands of jobs if elected president of the United States. This is misleading; Biden's remarks have been sharply edited. #FakeNews #JoeBiden 

https://t.co/xqccOVAkcs",FAKE
26,"Hindi news outlet @TV9Bharatvarsh tried to pass off on Friday footage made through a video game - ARMA 3 - as visuals from the ongoing military conflict between Armenia and Azerbaijan. #BOOMFactCheck #FakeNews #Azerbajian #Armenia 

https://t.co/zzc3JDMao5","Hindi news outlet @TV9Bharatvarsh tried to pass off on Friday footage made through a video game - ARMA 3 - as visuals from the ongoing military conflict between Armenia and Azerbaijan. #BOOMFactCheck #FakeNews #Azerbajian #Armenia 

https://t.co/zzc3JDMao5",FAKE
27,"न्यू इंडिया में बेटी बचाओ अभियान जारी है
निःशबद 😭😭😭😭😭😭😭😭 https://t.co/bPXUOYvNeg","न्यू इंडिया में बेटी बचाओ अभियान जारी है
निःशबद 😭😭😭😭😭😭😭😭 https://t.co/bPXUOYvNeg",FAKE
28,"'Real Time Gross Settlement' or 'RTGS', a high-value payments system that is settled by the RBI will be made available round the clock from December 2020. #RBI #IndianEconomy #EconTwitter @DasShaktikanta

https://t.co/BI2NnIghOp","'Real Time Gross Settlement' or 'RTGS', a high-value payments system that is settled by the RBI will be made available round the clock from December 2020. #RBI #IndianEconomy #EconTwitter @DasShaktikanta

https://t.co/BI2NnIghOp",FAKE
29,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,FAKE
30,"Good morning, India. This is our top read today:
An image of a rape accused in police custody in MP is viral with several netizens misidentifying him as one of the accused in the alleged gang rape and murder of a Dalit woman in #Hathras, Uttar Pradesh.

https://t.co/IvPritJHIz","Good morning, India. This is our top read today:
An image of a rape accused in police custody in MP is viral with several netizens misidentifying him as one of the accused in the alleged gang rape and murder of a Dalit woman in #Hathras, Uttar Pradesh.

https://t.co/IvPritJHIz",FAKE
31,"A rumour of former chief minister of Uttar Pradesh Mulayam Singh Yadav passing away went viral earlier in the week after after his namesake and a Member of Legislative Council from Auraiya died on October 3, 2020. #BOOMFactCheck #FakeNews #UttarPradesh

https://t.co/Sw558dqMrE","A rumour of former chief minister of Uttar Pradesh Mulayam Singh Yadav passing away went viral earlier in the week after after his namesake and a Member of Legislative Council from Auraiya died on October 3, 2020. #BOOMFactCheck #FakeNews #UttarPradesh

https://t.co/Sw558dqMrE",FAKE
32,@SHAIKHSADULLAH @syedtasneem221 @KaveetaJaain @AltNews This video is from 2019 - https://t.co/svdPj30OQD,@SHAIKHSADULLAH @syedtasneem221 @KaveetaJaain @AltNews This video is from 2019 - https://t.co/svdPj30OQD,FAKE
33,"Alan Dershowitz made no reference to Africans, Bill Gates or depopulation in the viral video published by a YouTube channel called VoiceTV Nigeria. #FakeNews #BillGates #COVID19

https://t.co/yXIs5CKCgH","Alan Dershowitz made no reference to Africans, Bill Gates or depopulation in the viral video published by a YouTube channel called VoiceTV Nigeria. #FakeNews #BillGates #COVID19

https://t.co/yXIs5CKCgH",FAKE
34,"Hindi news outlet @TV9Bharatvarsh tried to pass off on Friday footage made through a video game - ARMA 3 - as visuals from the ongoing military conflict between #Armenia and #Azerbaijan. #BOOMFactCheck #FakeNews

https://t.co/zzc3JDMao5","Hindi news outlet @TV9Bharatvarsh tried to pass off on Friday footage made through a video game - ARMA 3 - as visuals from the ongoing military conflict between #Armenia and #Azerbaijan. #BOOMFactCheck #FakeNews

https://t.co/zzc3JDMao5",FAKE
35,"Multiple Facebook posts falsely claim that #Nigeria's government has pledged $600 million to the campaign of US presidential candidate #JoeBiden because incumbent #DonaldTrump had supported a separatist group in the west African country. #FakeNews

https://t.co/bVWe6Rp8bk","Multiple Facebook posts falsely claim that #Nigeria's government has pledged $600 million to the campaign of US presidential candidate #JoeBiden because incumbent #DonaldTrump had supported a separatist group in the west African country. #FakeNews

https://t.co/bVWe6Rp8bk",FAKE
36,"""There's been a feeling for 30 years that open plan offices increase collaboration and make you creative. That was a story that was sold by office furniture manufacturers in the US to the rest of the world,"" says Futurist @benhammersley to @govindethiraj.

https://t.co/vNurstlnJE","""There's been a feeling for 30 years that open plan offices increase collaboration and make you creative. That was a story that was sold by office furniture manufacturers in the US to the rest of the world,"" says Futurist @benhammersley to @govindethiraj.

https://t.co/vNurstlnJE",FAKE
37,"#BOOMExplains: What are the essential guidelines to be followed by the administration before the accused undergoes a narco test? Watch this video to know. @riotsjain

Read more here: https://t.co/0j1jVmU0rr https://t.co/BAkZvdQh23","#BOOMExplains: What are the essential guidelines to be followed by the administration before the accused undergoes a narco test? Watch this video to know. @riotsjain

Read more here: https://t.co/0j1jVmU0rr https://t.co/BAkZvdQh23",FAKE
38,"Instagram posts claim that the influenza vaccine will give patients the coronavirus. This claim is false. #FakeNews #COVID19 #coronavirus #CoronaVirusFacts

https://t.co/hqwRl7IBqA","Instagram posts claim that the influenza vaccine will give patients the coronavirus. This claim is false. #FakeNews #COVID19 #coronavirus #CoronaVirusFacts

https://t.co/hqwRl7IBqA",FAKE
39,"""We aren't questioning Ayurveda at all, we're questioning Ayurveda's effectiveness in #COVID19,"" said Dr R V Asokan, Honorary Secretary General, Indian Medical Association (@IMAIndiaOrg) to BOOM's @govindethiraj.

Watch here: https://t.co/KrJEtqUTZK

https://t.co/GaWSgOLhtV","""We aren't questioning Ayurveda at all, we're questioning Ayurveda's effectiveness in #COVID19,"" said Dr R V Asokan, Honorary Secretary General, Indian Medical Association (@IMAIndiaOrg) to BOOM's @govindethiraj.

Watch here: https://t.co/KrJEtqUTZK

https://t.co/GaWSgOLhtV",FAKE
40,"A rumour of former chief minister of Uttar Pradesh Mulayam Singh Yadav passing away went viral earlier in the week after after his namesake and a Member of Legislative Council from Auraiya died on October 3, 2020. #BOOMFactCheck #FakeNews #UttarPradesh

https://t.co/Sw558dInjc","A rumour of former chief minister of Uttar Pradesh Mulayam Singh Yadav passing away went viral earlier in the week after after his namesake and a Member of Legislative Council from Auraiya died on October 3, 2020. #BOOMFactCheck #FakeNews #UttarPradesh

https://t.co/Sw558dInjc",FAKE
41,"A week before she died, the 18-year-old Dalit girl from #Hathras, Uttar Pradesh gave a dying declaration to the police naming four boys who allegedly assaulted and gang-raped her. What is the importance of a dying declaration? Read here. #HathrasCase

https://t.co/fYzqq2aay7","A week before she died, the 18-year-old Dalit girl from #Hathras, Uttar Pradesh gave a dying declaration to the police naming four boys who allegedly assaulted and gang-raped her. What is the importance of a dying declaration? Read here. #HathrasCase

https://t.co/fYzqq2aay7",FAKE
42,@syedtasneem221 @KaveetaJaain @AltNews @boomlive_in is this video legit,@syedtasneem221 @KaveetaJaain @AltNews @boomlive_in is this video legit,FAKE
43,"Dilip Ghosh, President, BJP in #WestBengal tweeted a photo from Bihar showing paddy saplings arranged to spell 'BJP' and 'Modi' and falsely claimed that the image showed farmers of West Bengal extending their gratitude toward PM Narendra Modi. #FakeNews

https://t.co/bKnF07XtP6","Dilip Ghosh, President, BJP in #WestBengal tweeted a photo from Bihar showing paddy saplings arranged to spell 'BJP' and 'Modi' and falsely claimed that the image showed farmers of West Bengal extending their gratitude toward PM Narendra Modi. #FakeNews

https://t.co/bKnF07XtP6",FAKE
44,"Facebook posts sharing images of tables from a World Bank-linked website alongside the claim that they prove countries were purchasing #COVID19 test kits in 2018 are false. #FakeNews #CoronaVirusFacts

https://t.co/oPBFBVO20T","Facebook posts sharing images of tables from a World Bank-linked website alongside the claim that they prove countries were purchasing #COVID19 test kits in 2018 are false. #FakeNews #CoronaVirusFacts

https://t.co/oPBFBVO20T",FAKE
45,"The Indian Medical Association (IMA) wrote an open letter to Dr. Harsh Vardhan, Union Health Minister, asking him if any of his colleagues who had tested positive for #COVID19 consented to following AYUSH protocol. @IMAIndiaOrg @drharshvardhan #coronavirus
https://t.co/B0ctESoeOg","The Indian Medical Association (IMA) wrote an open letter to Dr. Harsh Vardhan, Union Health Minister, asking him if any of his colleagues who had tested positive for #COVID19 consented to following AYUSH protocol. @IMAIndiaOrg @drharshvardhan #coronavirus
https://t.co/B0ctESoeOg",FAKE
46,"The NCRB started including data on reported gang rapes in India from 2014. Rajasthan, Uttar Pradesh, Madhya Pradesh and Haryana have reported 70% of all gangrapes since 2014 while having 25% of India's total female population. #RapeCase #NCRBData https://t.co/YYypyxuJNS","The NCRB started including data on reported gang rapes in India from 2014. Rajasthan, Uttar Pradesh, Madhya Pradesh and Haryana have reported 70% of all gangrapes since 2014 while having 25% of India's total female population. #RapeCase #NCRBData https://t.co/YYypyxuJNS",FAKE
47,"According to this report, India will be among the worst hit economies this fiscal compared to South Asian countries, namely Pakistan, Bangladesh, Nepal, Bhutan. Maldives, Sri Lanka and Afghanistan. #IndianEconomy #EconTwitter @WorldBank

https://t.co/xWCGM6VxEC","According to this report, India will be among the worst hit economies this fiscal compared to South Asian countries, namely Pakistan, Bangladesh, Nepal, Bhutan. Maldives, Sri Lanka and Afghanistan. #IndianEconomy #EconTwitter @WorldBank

https://t.co/xWCGM6VxEC",FAKE
48,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,A 19-year-old #Dalit victim who was allegedly raped and brutally assaulted in #Hathras by four upper caste men succumbed to her injuries in Delhi's Safdarjung hospital on September 29. We debunk #FakeNews on this case in this thread. #HathrasCase,FAKE
49,"A week before she died, the 18-year-old Dalit girl from #Hathras, Uttar Pradesh gave a dying declaration to the police naming four boys who allegedly assaulted and gang-raped her. What is the importance of a dying declaration? Read here. #HathrasCase

https://t.co/fYzqq2aay7","A week before she died, the 18-year-old Dalit girl from #Hathras, Uttar Pradesh gave a dying declaration to the police naming four boys who allegedly assaulted and gang-raped her. What is the importance of a dying declaration? Read here. #HathrasCase

https://t.co/fYzqq2aay7",FAKE
50,"India's drug regulatory body has asked Dr. Reddy's Laboratories to reformulate its strategy for clinically testing Russia's vaccine Sputnik V in the country in a large-scale trial and opt for smaller trials instead. #SputnikV #coronavirus #CoronaVacccine

https://t.co/RCH17GVoql","India's drug regulatory body has asked Dr. Reddy's Laboratories to reformulate its strategy for clinically testing Russia's vaccine Sputnik V in the country in a large-scale trial and opt for smaller trials instead. #SputnikV #coronavirus #CoronaVacccine

https://t.co/RCH17GVoql",FAKE
51,"The contraction of 9.6% in the Indian Economy in financial year 2020-2021 (FY21) is a downward revision of the @WorldBank estimate by 6.4 percentage points, when it estimated India's FY21 contraction to be 3.2%. #IndianEconomy #EconTwitter

https://t.co/xWCGM6DWg2","The contraction of 9.6% in the Indian Economy in financial year 2020-2021 (FY21) is a downward revision of the @WorldBank estimate by 6.4 percentage points, when it estimated India's FY21 contraction to be 3.2%. #IndianEconomy #EconTwitter

https://t.co/xWCGM6DWg2",FAKE
52,"The 'evil things' listed include UV light, chlorine and high temperatures; claiming to kill the COVID-19. #FakeNews #COVID19 #CoronaVirusFacts

https://t.co/VZxybrECjH","The 'evil things' listed include UV light, chlorine and high temperatures; claiming to kill the COVID-19. #FakeNews #COVID19 #CoronaVirusFacts

https://t.co/VZxybrECjH",FAKE
53,"BOOM had previously debunked the fake claim where we found that the woman in the video is Atiya Alvi, an anti-CAA protester. #BOOMFactCheck #FakeNews #AntiCAAProtests 

https://t.co/Fn7q03G7sW","BOOM had previously debunked the fake claim where we found that the woman in the video is Atiya Alvi, an anti-CAA protester. #BOOMFactCheck #FakeNews #AntiCAAProtests 

https://t.co/Fn7q03G7sW",FAKE
54,"A CCTV footage of an abduction of a woman in broad daylight in Karnataka has resurfaced with claims that it is from Uttar Pradesh in the backdrop of the alleged gangrape incident of #Hathras. #FakeNews #HathrasCase (11/n)

https://t.co/36R7puAMj9","A CCTV footage of an abduction of a woman in broad daylight in Karnataka has resurfaced with claims that it is from Uttar Pradesh in the backdrop of the alleged gangrape incident of #Hathras. #FakeNews #HathrasCase (11/n)

https://t.co/36R7puAMj9",FAKE
55,"The Indian economy will contract 9.5% in the ongoing financial year, said Governor of the Reserve Bank of India Shaktikanta Das in his bi-monthly monetary policy address. @DasShaktikanta @RBI #BOOMFactCheck #EconTwitter #IndianEconomy

https://t.co/BI2NnIxSFX","The Indian economy will contract 9.5% in the ongoing financial year, said Governor of the Reserve Bank of India Shaktikanta Das in his bi-monthly monetary policy address. @DasShaktikanta @RBI #BOOMFactCheck #EconTwitter #IndianEconomy

https://t.co/BI2NnIxSFX",FAKE
56,"Social media posts claiming shooter Shreyasi Singh, who recently joined the Bharatiya Janata Party (BJP), is the daughter of former Madhya Pradesh Chief Minister and Congress veteran Digvijay Singh, are false. #BOOMFactCheck #FakeNews #BJP 

https://t.co/icbuJnuSZl","Social media posts claiming shooter Shreyasi Singh, who recently joined the Bharatiya Janata Party (BJP), is the daughter of former Madhya Pradesh Chief Minister and Congress veteran Digvijay Singh, are false. #BOOMFactCheck #FakeNews #BJP 

https://t.co/icbuJnuSZl",FAKE
57,"Conceived in 2017, the #QAnon theory has now seeped into mainstream American politics from the fringes of the internet, and has outright exploded in the internet during the ongoing #COVID19 pandemic. #BOOMFactCheck #QAnon2020

https://t.co/L0XuHlRVAi","Conceived in 2017, the #QAnon theory has now seeped into mainstream American politics from the fringes of the internet, and has outright exploded in the internet during the ongoing #COVID19 pandemic. #BOOMFactCheck #QAnon2020

https://t.co/L0XuHlRVAi",FAKE
58,"Photos of popular Pakistani actress, Syra Yousuf are viral with a photo of an Indian Bhojpuri language singer with a false claim that she is slain terrorist Osama Bin Laden's daughter who renounced Islam after marrying a Hindu man from India. #FakeNews

https://t.co/ss2ngU7Ims","Photos of popular Pakistani actress, Syra Yousuf are viral with a photo of an Indian Bhojpuri language singer with a false claim that she is slain terrorist Osama Bin Laden's daughter who renounced Islam after marrying a Hindu man from India. #FakeNews

https://t.co/ss2ngU7Ims",FAKE
59,"#BOOMExplains: Are physical office spaces redundant? ""The vast majority of people will be remote working, because the point of businesses not just to go to the office, the point of business is to do the business,"" says Futurist Ben Hammersley.

Read more: https://t.co/vNurstlnJE https://t.co/37btaoyODc","#BOOMExplains: Are physical office spaces redundant? ""The vast majority of people will be remote working, because the point of businesses not just to go to the office, the point of business is to do the business,"" says Futurist Ben Hammersley.

Read more: https://t.co/vNurstlnJE https://t.co/37btaoyODc",FAKE
60,"India's drug regulatory body has asked Dr. Reddy's Laboratories to reformulate its strategy for clinically testing Russia's vaccine Sputnik V in the country in a large-scale trial and opt for smaller trials instead. #SputnikV #coronavirus
#coronavaccine

https://t.co/RCH17HcZhT","India's drug regulatory body has asked Dr. Reddy's Laboratories to reformulate its strategy for clinically testing Russia's vaccine Sputnik V in the country in a large-scale trial and opt for smaller trials instead. #SputnikV #coronavirus
#coronavaccine

https://t.co/RCH17HcZhT",FAKE
61,"Yogi Adityanath's tweets come as the state grapples with a backlash it is facing over the alleged gangrape &amp; death of an 18-year old girl in #Hathras, whose body was cremated pre-dawn in an unusual move by the #UttarPradesh police #BOOMFactCheck #NCRBData

https://t.co/CqPpdcTcY6","Yogi Adityanath's tweets come as the state grapples with a backlash it is facing over the alleged gangrape &amp; death of an 18-year old girl in #Hathras, whose body was cremated pre-dawn in an unusual move by the #UttarPradesh police #BOOMFactCheck #NCRBData

https://t.co/CqPpdcTcY6",FAKE
62,"Good morning, India. This is our top read today:
A 5-year old photo of a Sri Lankan artist wearing a metal sheet &amp; barbed wire as a saree is viral claiming a woman in India is protesting after an alleged incident of sexual assault on a girl in #Hathras.

https://t.co/T1cDhJKhQU","Good morning, India. This is our top read today:
A 5-year old photo of a Sri Lankan artist wearing a metal sheet &amp; barbed wire as a saree is viral claiming a woman in India is protesting after an alleged incident of sexual assault on a girl in #Hathras.

https://t.co/T1cDhJKhQU",FAKE
63,#BOOMExplains: What is a narco test and what is the procedure of carrying it out? Watch this video where BOOM's @riotsjain describes the entire process. #narcotest https://t.co/t2jMsdFukN,#BOOMExplains: What is a narco test and what is the procedure of carrying it out? Watch this video where BOOM's @riotsjain describes the entire process. #narcotest https://t.co/t2jMsdFukN,FAKE
64,"Social media posts claiming shooter Shreyasi Singh, who recently joined the Bharatiya Janata Party (BJP), is the daughter of former Madhya Pradesh Chief Minister and Congress veteran Digvijay Singh, are false. #BOOMFactCheck #FakeNews #shreyasisingh 

https://t.co/icbuJndhAL","Social media posts claiming shooter Shreyasi Singh, who recently joined the Bharatiya Janata Party (BJP), is the daughter of former Madhya Pradesh Chief Minister and Congress veteran Digvijay Singh, are false. #BOOMFactCheck #FakeNews #shreyasisingh 

https://t.co/icbuJndhAL",FAKE
65,"The @NCWIndia issued separate notices to BJP IT cell chief Amit Malviya, Congress leader Digvijaya Singh &amp; Bollywood actor Swara Bhasker for allegedly publicly revealing the identity of the deceased Dalit girl from #Hathras, UP who was allegedly gangraped

https://t.co/mkPgNaAqww","The @NCWIndia issued separate notices to BJP IT cell chief Amit Malviya, Congress leader Digvijaya Singh &amp; Bollywood actor Swara Bhasker for allegedly publicly revealing the identity of the deceased Dalit girl from #Hathras, UP who was allegedly gangraped

https://t.co/mkPgNaAqww",FAKE
66,"While courts in #UttarPradesh have convicted 8,059 persons for crimes against women, its conviction rate of 55.2% is the fifth highest. @myogiadityanath @CMOfficeUP #BOOMFactCheck #NCRBData

https://t.co/CqPpdcTcY6","While courts in #UttarPradesh have convicted 8,059 persons for crimes against women, its conviction rate of 55.2% is the fifth highest. @myogiadityanath @CMOfficeUP #BOOMFactCheck #NCRBData

https://t.co/CqPpdcTcY6",FAKE
